State,MSN,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
ME,Hydropower,30607,27731,26679,29873,25860,21625,25207,26702,27147,28873,29942,25807,27560,32157,30399,27719,32095,31672,29293,28878,25106,29834,30770,30891,31187,28118,31411,27888,26248,35941,42550,39837,36327,33461,36217,34586,42987,37256,37892,38408,36630,27332,28157,32123,34357,40905,42435,36948,43923,41106,37174,38660,35519,33970
ME,Natural Gas,0,0,0,0,0,0,522,775,819,1139,1315,1475,1554,1657,1635,1976,2083,2047,2166,2162,2322,2384,2758,2487,2528,2620,2549,2747,3283,3930,4572,5001,5333,5191,5268,5635,5883,6501,5813,6690,48047,101190,126280,73523,89581,64818,67557,67227,74494,73569,80988,75061,70451,65892
ME,Nuclear Energy,0,0,0,0,0,0,0,0,0,0,0,0,586,36540,39893,49586,65496,55386,58582,48928,48040,57488,50097,62488,55552,56875,66032,42216,53192,73464,51436,65676,56104,60292,69317,2076,53166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ME,Petroleum,152355,168353,163757,168920,177078,171463,180181,193500,204216,216033,230986,281806,304153,294354,258700,222202,258433,263071,244422,223131,198380,194666,230438,177800,207431,209130,245709,234810,280086,258086,247484,236482,232123,239535,253701,244085,251840,256601,253313,266344,259567,228077,230335,265831,260436,264446,235957,234493,206393,205599,195475,193626,174117,188574
ME,Solar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,87,92,93,100,113,119,118,122,122,122,117,110,104,99,108,112,130,142,164,172,204,251,292,342
ME,Total Consumption,261726,273277,266245,269336,271172,261180,274521,289865,302160,315887,323365,370621,399899,431106,400312,368204,435165,434813,426374,399913,468892,487435,513278,498285,517931,517684,537715,491488,553275,615069,574532,597167,602714,605144,623065,549864,612053,558354,530896,559743,606906,602000,617133,579312,596440,615435,573398,583117,614808,543522,550015,544221,479197,534480
ME,Wood and Waste,29178,28844,28994,29001,30076,30050,30605,31635,32693,32785,29478,29616,32322,32490,33864,32705,38004,41017,45596,48018,96018,99949,96140,109362,108141,107924,91360,88489,91780,118406,108995,117335,122617,124594,120409,126184,124116,124454,113231,120655,126280,118705,112125,100123,102306,118661,109782,117561,137179,103995,109616,109083,89398,111131
ME,Wind,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,979,1297,2915,4870,6866,8440,9996
MI,Biomass,37260,36172,35748,37021,36600,36904,37874,35984,36433,36866,36432,35346,37595,36277,38241,35906,41591,45003,55027,60353,90575,95908,96472,109405,103580,103801,108475,111149,116374,107299,84428,91714,93884,86947,90764,92386,104636,97296,93330,94942,102421,81392,80903,96560,100463,113482,111228,123588,138695,127657,129422,140621,140881,148811
MI,Coal,653141,637466,695978,758970,780945,830191,897159,870628,933607,908860,828881,837639,843677,791284,709962,750983,717683,692982,671257,758928,759026,757492,711387,706594,747632,781884,811930,840236,830904,790246,788043,764149,707470,715473,800996,786684,796303,781123,826852,832638,799800,789703,739866,747940,773825,799463,773595,801178,799969,735907,749285,691150,621633,658172
MI,Ethenol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,640,1704,4563,4491,3578,2877,4079,4211,4037,4180,5487,4742,5581,6448,4228,1783,2269,2929,3315,7862,4836,10240,12854,13312,17658,18583,22795,31248,35327,33780,34574,36798,39061
MI,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,522,579,628,677,720,758,820,893,962,1044,1154,1154,1241,1352,1776,1945,2237,2552,3014,3530,4347,4898,5088,5193,5193
MI,Hydropower,21839,19038,17996,14353,16169,18954,18954,20555,19887,19758,17878,18613,18608,10947,12347,11553,10890,9716,11243,13524,12464,12963,12655,12934,11181,10416,7527,5010,6191,7818,16934,18280,18432,18163,17127,16470,18442,17489,14246,14913,14564,16139,16981,14031,15420,14616,15080,12553,13445,13390,12200,13188,11561,13539
MI,Natural Gas,382980,422582,459179,470503,505780,563563,626782,699131,711046,788222,821261,863320,877742,929555,942595,894795,895140,745743,793936,880367,874654,814488,764600,713170,730312,719871,689448,671201,765708,799774,898848,905265,979182,937967,930970,992718,1039190,1010167,893988,968282,984345,928651,984715,950714,938628,927535,816993,814887,797534,750783,758696,787337,804084,832101
MI,Nuclear Energy,0,0,0,1453,2293,2132,3983,5801,4808,4426,4113,4200,22935,32490,4641,79031,109371,110182,143373,164699,173339,188239,166124,178651,152652,142886,129671,150251,188799,225547,228682,283290,197365,299627,147836,256879,281789,229964,131076,152473,196925,278941,324615,291332,318700,343048,303305,330581,329075,228540,309636,344155,293619,302194
MI,Petroleum,713539,715934,739395,752371,762926,791968,824911,845674,899740,941769,955946,992050,1074922,1122822,1082115,1076686,1143698,1171225,1215450,1038657,906921,818011,746104,747495,782362,813477,849206,880637,912761,912675,872559,874689,877678,911249,912994,933698,952434,982139,986703,1039667,1001551,987314,1004024,982234,994136,997937,946406,944584,869921,843529,835318,817651,803400,862435
MI,Solar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,230,230,230,231,262,274,274,271,272,263,242,234,228,220,253,313,391,486,518,574,700,937,1168,1223
MI,Total Consumption,1846019,1867364,1984044,2071692,2141313,2280616,2447537,2513757,2641954,2736767,2700943,2786514,2913074,2959652,2828142,2884860,2959964,2819854,2945313,2976881,2907554,2783009,2593814,2577654,2631299,2676136,2704732,2769632,2937111,2951404,2974730,3029959,2968802,3057324,2992471,3172315,3298598,3216708,3040841,3199274,3203423,3165009,3233590,3178803,3240988,3309417,3076306,3144002,3080126,2823498,2918397,2930309,2819215,2984625
MI,Wood and Waste,37260,36172,35748,37021,36600,36904,37874,35984,36433,36866,36432,35346,37595,36277,38241,35906,41591,45003,55027,60353,90575,95268,94768,104842,99089,100223,105598,107069,112163,103262,80247,86227,89142,81366,84316,88158,102854,95028,90401,91627,94559,76555,70663,81115,84287,93110,88151,90309,94800,80514,80947,91173,90109,95185
MI,Wind,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,27,19,18,22,27,1391,2930,3515,4435,10769,26711
MN,Biomass,25415,24626,24183,23511,23326,23366,22682,23386,23361,23698,23443,23503,24886,25474,26312,27410,29536,29734,39033,44454,46625,46814,48450,51387,55883,58586,55151,51491,54454,55360,51571,54336,61107,65761,68854,73183,71951,78273,76055,81221,87231,89603,85968,88766,98575,98952,101067,117236,126296,143089,163181,155234,151022,148410
MN,Coal,131265,130948,131206,138716,156354,159987,171398,161175,150563,191156,179727,155594,161572,180736,188665,191490,222441,264929,255741,229460,242420,244190,212528,211168,231376,226094,201382,255980,303592,324899,325469,301476,300773,325850,332848,337972,354571,341636,357030,341475,373775,353305,360822,390691,378775,379114,370814,366208,359359,328678,315438,315604,257875,267695
MN,Ethenol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,38,29,21,2283,2817,1808,1449,1709,2001,3820,5996,11183,12797,13762,10485,15687,17561,19074,19386,19831,21469,23363,22206,17396,16027,20282,21626,21256,27138,24364,25258,25491
MN,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,145,157,169,180,166,177,188,201,208,235,235,250,272,354,384,440,510,617,736,918,1035,1003,1075,1075
MN,Hydropower,9542,7852,10199,8817,9884,11420,12348,9000,10467,10492,9379,10265,10810,10977,9586,9539,6095,6991,11205,9493,8169,9808,10518,11292,10138,10169,11289,9015,6988,8519,8915,10823,10988,11864,11747,11324,12275,10567,9734,12056,9501,8593,8231,8248,7395,7747,5671,6462,7164,7897,8199,7250,5339,4877
MN,Natural Gas,186121,199324,221625,218609,236502,248244,265810,285350,315017,328944,343007,352144,352111,360450,351995,331518,319516,292501,312196,332631,284988,264951,263349,246315,256405,258510,244528,239751,285827,301686,291828,318250,312218,331590,327384,357690,375019,360439,337128,351143,367461,345002,374184,374231,362418,372239,358211,395714,435134,405564,427198,424978,430286,478832
MN,Nuclear Energy,0,0,0,8,669,1693,1498,1624,167,0,0,15106,38405,35654,48695,107372,109482,120211,126822,125146,109374,112360,112911,128164,90306,122923,116919,120643,130279,115634,128458,126427,116923,125902,127761,139149,127035,113536,122158,139148,135160,123113,142897,139799,138645,133948,137569,137437,135843,129623,140873,125134,125159,111885
MN,Petroleum,381584,375005,391381,398146,401736,424437,450691,433085,471756,498804,512540,527910,583137,602695,575700,556970,599352,584983,601379,568355,498781,450467,467753,461265,489240,481991,494537,487483,501724,503961,503176,509760,539001,559573,579114,600918,632926,631434,631858,661046,678058,673101,673526,695409,711179,719289,697917,700688,666845,618823,622541,616230,619370,608922
MN,Solar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,335,344,347,351,350,349,384,381,371,357,337,303,274,244,223,193,160,169,173,234,267,337,417,511,574
MN,Total Consumption,759342,762381,802777,811318,851797,892513,947109,937006,994692,1076792,1091539,1108025,1195807,1241460,1227265,1251709,1315958,1329083,1385409,1353993,1236982,1175404,1163959,1160979,1189231,1216859,1178780,1215679,1337146,1365159,1360758,1374806,1400375,1484397,1514878,1591351,1642496,1608331,1604450,1661198,1732897,1676754,1723099,1774884,1780663,1802232,1761859,1834367,1860804,1774932,1825346,1803828,1757314,1794184
MN,Wood and Waste,25415,24626,24183,23511,23326,23366,22682,23386,23361,23698,23443,23503,24886,25474,26312,27410,29536,29734,39033,44454,46625,46784,48412,51359,55862,56303,52157,49508,52831,52922,48848,49408,52848,52142,53450,56204,57149,55636,50864,50496,54396,54413,46271,43900,52756,57124,53521,63468,64657,69500,72658,68267,68951,67626
MN,Wind,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,2,1,2,408,588,516,551,1497,4967,7391,9269,9215,9900,8137,15823,20383,26082,42910,49317,46748,65347,72468,78797
MO,Biomass,33634,31865,30942,29351,27890,27017,26801,24867,25219,24613,23611,23039,23001,22950,26147,27099,31860,33242,39125,44555,25084,23533,26643,26045,30566,31270,28576,25904,28599,26225,20139,20623,21551,19596,18901,18252,18022,14852,13923,14756,16988,21520,23829,27846,29031,42542,40404,48709,60589,67883,69261,66124,62490,71291
MO,Coal,170906,158523,180520,180670,183420,189620,190661,188991,212261,244510,279245,294143,334355,383451,382005,430226,468324,503909,485655,512505,531438,536042,523817,564360,593295,529684,512338,528040,547281,550407,539572,533887,522331,467752,539958,593728,631084,670589,695687,687170,688905,716378,725679,795634,807466,835663,829054,802879,792918,765617,801625,825650,768297,806549
MO,Ethenol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,56,108,122,108,185,1137,1574,2190,1978,2330,2663,2987,1998,1051,579,656,1409,2415,2193,5273,7493,7993,9854,9829,13594,19796,18626,22684,22329,21679,21436
MO,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,45,49,53,56,52,55,58,62,65,74,74,82,89,116,126,144,167,202,241,301,339,329,352,352
MO,Hydropower,7807,13203,9297,3948,3339,8387,6209,6691,13867,14988,9733,7368,6354,20858,17884,13315,7677,4739,10532,11386,5797,6994,17311,18048,16570,31272,20847,15077,15595,11415,22802,11682,15319,32829,19768,19784,13584,16272,23928,18949,6120,11409,13804,6606,14823,11592,1976,11904,20169,17731,15018,11515,6797,10843
MO,Natural Gas,270074,284094,299614,309136,332023,347967,357396,367195,372856,406671,432532,432108,428192,424673,411933,371837,381399,367704,360269,340138,322908,287767,284479,265541,269458,264318,244318,234493,254440,254547,241335,258636,241227,280680,268135,281059,297208,286117,261504,269262,289044,288617,278936,266204,269224,273401,258004,277987,298427,266721,282141,275308,258945,281486
MO,Nuclear Energy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9978,85290,75854,65615,94731,88307,84635,104624,84647,88038,104588,86597,93376,93970,89349,89730,104205,87557,87605,101089,81658,83807,105567,98302,98025,107175,94027,98062,112317,87428
MO,Petroleum,403712,403214,420625,430814,437226,462059,476567,494895,544142,561709,571738,584950,612174,632214,610901,613436,644501,667840,694907,659254,560979,535419,544309,526956,537348,548757,561897,583517,607529,603397,586751,580375,600782,624355,656746,674037,703061,698521,746380,772032,678138,725840,730168,747467,753136,752881,747255,745884,700137,673770,675167,649328,629548,632148
MO,Solar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,165,166,166,167,166,164,159,151,143,133,117,100,83,68,52,38,36,41,45,39,54,86,382,896
MO,Total Consumption,919767,922764,971940,983270,1011788,1062067,1084435,1107506,1193564,1277104,1340470,1364647,1427077,1507096,1475017,1483012,1565621,1610676,1629613,1612393,1471290,1413288,1423201,1426995,1487781,1521860,1472407,1478550,1576774,1560723,1515583,1530665,1507627,1533069,1627215,1691928,1774574,1795386,1844902,1866862,1799986,1871537,1882037,1969637,1981111,2037048,2016125,2025498,2020720,1957650,2000980,1989739,1900201,1959920
MO,Wood and Waste,33634,31865,30942,29351,27890,27017,26801,24867,25219,24613,23611,23039,23001,22950,26147,27099,31860,33242,39125,44555,25084,23533,26568,25989,30458,31147,28469,25719,27462,24651,17949,18645,19221,16933,15914,16254,16971,14273,13267,13347,13980,17841,16571,17114,17602,27126,23833,25996,28370,34913,31635,29560,27549,36358
MO,Wind,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003,4874,9029,11448,11845,11133
MS,Biomass,46565,45532,44673,39154,38448,37759,37816,34261,35452,34609,33527,32841,32432,32195,31279,31152,34819,36230,37576,37510,38097,41070,44643,45071,50468,50892,49196,45439,47412,76395,84840,89472,90783,92863,95092,94256,85599,84113,63943,64858,75116,55777,49310,44925,60777,62242,62592,63300,49195,55479,71310,71147,84127,69237
MS,Coal,753,655,708,763,729,1020,898,962,7317,14757,13225,13498,13952,29485,34581,33355,42531,38658,40994,59765,74997,82948,100518,96091,103950,109381,108771,122372,129622,95648,103944,95302,86785,99325,97270,103786,127780,132171,125930,137608,147481,198275,154339,178949,184992,176286,190057,185063,177166,141675,148463,107546,82456,97767
MS,Ethenol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,484,341,191,20,0,0,0,0,0,0,0,0,117,109,343,2816,7046,14469,13539,13528,13727
MS,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,25,34,43,52,101,118,151,169,223,264,264,299,322,412,466,545,581,619,674,763,855,1074,958,958
MS,Hydropower,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MS,Natural Gas,187874,190591,199391,222937,250528,250626,284500,288650,319377,333993,369391,387779,387436,321528,283104,235345,203702,202631,208038,260547,270909,249062,276666,244281,276617,233010,220195,212336,216397,232394,261921,257004,250696,235310,266219,295377,277468,264210,252445,317777,312078,340904,354550,275147,290512,310713,315909,374990,364237,371245,444875,437873,499946,428423
MS,Nuclear Energy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1789,46014,43233,80577,101592,82824,78541,95750,85587,83019,100493,84196,96886,113467,96418,88075,111534,103635,105041,113625,106707,105172,108718,98164,98215,115033,100791,108164,76456,113523
MS,Petroleum,142675,142508,155710,173733,181308,174663,185720,207905,234586,253247,272830,289155,330920,370802,379081,378055,420966,477851,511993,452226,382916,352613,314655,308422,312277,315518,335981,349765,380858,365560,374556,385111,399918,423635,402351,395595,418781,433354,462232,472889,456490,480421,428969,481163,480755,456358,470108,461954,426574,411891,424004,414084,426025,434202
MS,Solar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,4,4,10,10,10,10,10,10,10,10,10,10,10,12,13,15,18,19,23,28,29,34
MS,Total Consumption,424432,424818,445155,475741,509461,501827,546750,566039,632184,671215,722500,756114,797172,786205,759324,709059,736837,791600,836177,847558,805016,766763,781125,738936,795569,805707,806572,855928,923293,929223,988671,1012149,1004599,1027071,1056628,1067594,1092274,1111607,1065144,1146339,1178089,1235098,1141851,1139156,1184996,1173569,1210570,1247405,1165027,1148616,1258540,1208060,1251778,1213381
MS,Wood and Waste,46565,45532,44673,39154,38448,37759,37816,34261,35452,34609,33527,32841,32432,32195,31279,31152,34819,36230,37576,37510,38097,41070,44643,45071,50468,50892,49196,45439,47412,76395,84840,89472,90783,92379,94751,94065,85579,84113,63943,64858,75116,55777,49310,44925,60777,62124,62483,62957,46132,45465,53750,54605,68253,55510
MS,Wind,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MT,Biomass,7520,7342,7217,7418,8021,7813,7638,7353,7845,7431,6627,6721,6324,6516,5030,6223,7172,9053,10880,12310,11086,12633,12523,14047,14465,14550,20378,18024,18684,10810,11767,17218,10152,9794,10172,16550,15763,16223,14786,15397,15341,12031,11122,12072,12654,18732,18217,21813,20741,15339,14644,7582,7582,8612
MT,Coal,3999,5149,5670,5372,5811,5537,5805,5484,6719,9648,12023,11475,13182,15243,14717,18630,42179,57814,57597,63407,60228,62539,48650,42786,90265,99055,133247,132937,181480,179360,168848,184213,194093,161903,193689,175304,138751,162568,186099,186770,176779,184401,166322,188981,195620,199495,194307,202480,203260,172812,203339,165687,157308,166104
MT,Ethenol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,84,91,79,53,26,21,2,1,12,47,46,53,0,59,0,0,36,38,47,123,123,104,131,904,1079,1821,2289,2640,2418,3073,3387,3598
MT,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,126,126,126,126,126,126,126,126,126,276,282,282,282,274,278,291,281,277,265,275,279,403,337,337
MT,Hydropower,62415,69208,67678,63011,71354,87692,82695,90810,92806,98712,91769,100529,98024,78121,101543,105784,128649,88278,121308,107096,103522,118359,114163,121624,116014,106294,113416,92992,85043,99844,111476,124919,85537,99112,84070,110811,142640,136921,113370,141344,98167,68337,97324,88105,88702,95864,100481,92557,98536,92778,91849,122382,107373,91959
MT,Natural Gas,57638,61314,65680,66566,69486,70795,72116,64908,62835,78205,90601,91096,87020,93117,81667,81190,75412,71595,72686,69114,61453,53029,52782,46619,47098,47312,41148,39561,42872,46671,44378,46719,46615,54265,53315,59571,63251,61699,61398,63624,69590,66482,70992,70048,68567,71089,75135,75077,77645,76635,72888,79470,75234,82299
MT,Nuclear Energy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MT,Petroleum,107011,116849,120133,121282,123370,110731,118314,111585,124371,129142,126185,133181,146352,156544,158441,154686,166976,163950,172339,186764,163762,143948,130161,148137,140890,151835,133376,133297,135577,143626,142518,135170,139925,149921,148939,156243,166631,160643,159730,173363,165647,156699,161872,157326,176336,183918,195464,208512,195272,180641,167865,172966,169254,172592
MT,Solar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2,2,2,2,2,5,7,11,16,20,23,26,53,67
MT,Total Consumption,227499,241726,248319,252561,263855,258879,275687,260382,280484,314319,322800,333954,342408,347684,351959,345422,365146,361119,383381,397210,360295,337227,317061,323494,359548,370297,352625,329322,341867,351858,347551,352433,346155,364541,368598,388537,394686,365490,388077,393356,407499,355873,379141,377147,399115,419571,439197,470129,457229,422270,395299,394772,388401,401177
MT,Wood and Waste,7520,7342,7217,7418,8021,7813,7638,7353,7845,7431,6627,6721,6324,6516,5030,6223,7172,9053,10880,12310,11086,12614,12391,13866,14279,14384,20232,17873,18552,10687,11654,17052,10001,9741,10064,16400,15730,16174,14701,15323,15260,11881,10974,11954,12523,17828,17138,19992,18452,12700,12226,4509,4195,5014
MT,Wind,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4324,4900,5845,8012,9075,12292,12007,16741
NC,Biomass,73725,70411,69423,70745,69084,67314,68730,66084,68041,67728,65900,66148,68940,68892,67660,66411,78341,91398,102371,109678,78918,77650,86826,85048,93651,94794,87782,81741,85442,94410,97501,76354,100004,105849,113339,111566,112242,109801,104168,104616,107174,104708,94913,115533,92737,92954,101000,86976,136195,128066,134325,141072,142234,148193
NC,Coal,231342,244241,260487,282911,295013,325866,380312,405418,446588,472767,491383,484598,492784,531706,522825,476522,544481,548103,499873,558638,624696,655284,622104,594999,558943,550505,583153,500936,515435,591439,568294,567411,649160,689419,632792,662870,744253,765927,754322,742398,786114,756311,770928,771618,782692,811939,777871,827974,794693,678673,749091,624783,534713,493771
NC,Ethenol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,61,23,265,790,0,0,0,0,0,419,270,271,1033,98,2739,2766,3382,2901,3276,4518,5557,7295,7815,2151,3073,4512,24317,31206,32311,32349,33314,34244
NC,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,123,134,144,153,141,151,160,171,177,200,200,225,245,319,346,396,459,556,663,826,931,903,967,967
NC,Hydropower,53782,50281,57979,45736,62661,56294,45605,52532,49104,51767,45896,62001,66816,73898,71948,73417,58632,55167,56802,81961,56992,30631,56538,64610,66493,42766,26330,53146,29871,72984,70936,61052,59657,51412,74196,56931,61546,57457,58512,37674,32009,26821,35525,72910,54439,53960,38079,29495,29894,50471,46405,37828,35475,65838
NC,Natural Gas,47032,52291,58346,64539,70932,78245,89442,100822,117794,140204,154856,164420,167831,165215,143722,116889,102996,73905,83695,133751,155156,154326,146819,141086,148744,138375,140301,153261,156550,166835,166744,172818,186905,192530,195307,212010,222106,223419,222659,224763,240729,215600,243144,227387,232214,237525,230169,244475,249654,252729,308710,311189,367948,445012
NC,Nuclear Energy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15477,27744,60997,108501,74080,62997,68894,101057,134819,219376,205037,214610,298644,309008,309152,274130,317795,238255,249564,338080,377308,354142,340563,406822,392121,408054,394485,413784,426332,418065,417249,417016,420029,415742,427226,425810,424073,412722,420486
NC,Petroleum,419196,441303,462956,467598,474042,495017,536095,547155,565379,588191,618425,647374,708917,727599,685426,636711,706830,755280,744283,736203,659362,611642,600764,639246,705904,695229,731135,761801,800035,745403,715890,706451,734640,761787,772263,817158,856725,862904,873708,867739,911686,906847,883590,908236,939621,950308,922423,927230,910508,836119,840932,801829,777230,823496
NC,Solar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,164,164,166,168,168,166,168,161,157,148,134,118,107,92,98,131,184,207,338,465,1052,1400,2931,5309
NC,Total Consumption,898802,928938,978614,1002274,1040816,1090050,1188914,1238095,1314947,1388385,1442360,1490689,1574228,1636202,1559241,1451838,1597365,1676248,1697896,1803989,1717039,1676078,1700934,1744856,1886762,1821500,1871093,1931270,1981783,2074903,1991283,1978533,2068935,2156731,2239625,2349726,2463583,2470204,2524693,2474275,2593274,2509823,2537149,2637960,2612949,2657417,2588202,2623917,2673882,2502641,2641581,2484149,2416454,2551264
NC,Wood and Waste,73725,70411,69423,70745,69084,67314,68730,66084,68041,67728,65900,66148,68940,68892,67660,66411,78341,91398,102371,109678,78918,77524,86765,85025,93386,94004,87782,81741,85442,94410,97501,75935,99734,105578,112306,111468,109502,107035,100786,101715,103898,100190,89356,108238,84922,90804,97928,82463,111878,96860,102014,108723,108920,113948
NC,Wind,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ND,Biomass,473,438,403,368,368,333,333,351,351,368,386,386,386,386,421,456,473,526,526,561,2448,2451,3168,3390,4163,4528,4718,4399,4412,4398,3273,3682,3707,3545,4211,4428,3355,3578,3700,3778,4273,5468,5251,5763,6045,6568,5984,11940,13091,19086,25305,27137,25447,26055
ND,Coal,30531,30011,28384,24937,26502,24746,36034,44028,48467,49996,57471,67672,72820,71095,76484,67943,91487,107264,129778,148077,163322,172400,198916,213444,256659,301957,310868,319324,369782,363811,374517,378936,399188,399919,402452,399757,403951,385988,409226,411323,424563,420001,422809,420832,398381,431133,414838,420719,424615,423267,409684,394771,406344,393193
ND,Ethenol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,54,36,43,239,492,530,374,381,293,442,514,508,602,569,422,412,402,428,516,622,790,945,843,1838,1775,2172,2617,2770,3394,3371,3604,3793
ND,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,82,97,112,126,129,143,165,181,212,225,225,250,272,363,403,467,519,588,668,804,906,1001,978,978
ND,Hydropower,11407,14982,13651,15547,19646,26105,20088,28905,25989,30703,29536,33900,32122,24749,28501,34806,33937,20812,31437,28325,26107,23518,26687,25010,24656,22699,24300,20654,19447,19748,17799,18333,17570,14588,19151,25341,32580,33903,23412,26681,21652,13764,16202,17455,15483,13417,15087,12903,12345,14398,19923,25068,23573,17674
ND,Natural Gas,27356,29310,32045,32283,33390,32437,31864,32049,33317,32944,33731,34618,37604,33206,35530,36862,41177,37650,39067,29236,24037,35891,29108,27302,31631,29838,26567,26018,30189,31630,33529,41619,38260,42388,45369,47689,51588,59283,51428,58962,58512,62583,66927,61455,61245,54960,55683,62188,65746,57565,70046,77752,77469,88711
ND,Nuclear Energy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ND,Petroleum,101742,96759,104692,110277,109678,106979,112616,116518,122210,119633,115363,119474,120190,120874,117606,116918,116550,115158,120615,136298,126911,126650,122874,124284,122503,118209,119103,116843,115309,118103,112126,113344,117627,115753,117142,114469,119185,120487,113349,124037,120102,138243,124543,122791,134046,138552,138487,142422,139967,130097,150363,184446,202227,221638
ND,Solar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,3,3,4,5,6,7,8,10
