State,MSN,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
OK,Biomass,10185,9519,8940,8642,8170,7607,7729,7032,7537,7239,6979,6833,11704,11683,11342,11997,13317,14489,19149,22757,11200,12156,15590,13549,15471,15586,14557,15280,16005,25306,21420,21066,19677,22946,24095,24537,29277,25268,24732,22772,24097,24104,20642,23150,26472,30123,30724,32735,26019,30361,39320,39188,41366,42659
OK,Coal,1826,1452,1072,1685,1035,697,695,567,465,144,154,164,165,4085,4187,537,1541,12381,43718,60391,106346,157728,203812,219296,230922,237168,217945,240662,269419,270329,278807,312747,328337,355829,333445,369889,373093,392437,370064,360598,381089,376112,391379,393790,372093,397379,384418,373217,391688,373271,346047,378320,327089,335925
OK,Ethenol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361,1278,610,184,165,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3602,3600,7046,13183,12019,12552,12321,12822,12237
OK,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,2,2,2,5,6,8,8,10,11,14,17,21,23,23,24,24
OK,Hydropower,7582,10668,7720,1998,3203,8622,5335,7572,15869,19701,14751,14488,15020,39073,37489,30646,15986,18254,18267,24049,13655,11724,21847,26301,24415,41579,30826,30718,21111,24950,28404,20059,33526,44921,25941,28667,22311,29834,35779,32472,23227,24228,20222,18209,29814,26301,6185,30303,37556,34673,27403,14641,10901,20781
OK,Natural Gas,319270,316051,416403,490988,522805,480079,449319,460163,507884,558754,616279,631152,649909,625808,681130,678851,770752,787694,788658,844294,738931,694455,692328,655366,669277,603855,570749,617551,611171,620318,628222,589960,565655,600099,595671,586432,587957,573479,583964,550768,546706,505219,522531,556306,555272,600011,644381,677472,711379,681062,697351,676910,712411,683140
OK,Nuclear Energy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OK,Petroleum,255228,258279,273667,283944,286822,294996,304309,313674,338085,346176,365330,369852,395212,415000,408529,421937,439690,458150,483298,466335,443256,435998,443718,462478,456687,458926,412555,412756,427466,436384,430751,433606,468516,458378,468228,435337,462426,458549,466331,493090,512524,582491,550245,545995,527640,562681,588937,571232,554500,519186,540984,536636,538617,532752
OK,Solar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,91,91,91,91,90,88,86,82,82,76,67,57,48,39,30,24,24,27,31,33,39,48,52,60
OK,Total Consumption,604276,605488,716742,795899,830205,799608,775116,796040,877377,939253,1010472,1029322,1083714,1107332,1154019,1155965,1254603,1305457,1372239,1440583,1324588,1324218,1392885,1390539,1412243,1372699,1261189,1332247,1361177,1402682,1409116,1398596,1435480,1505211,1471566,1469488,1504428,1504919,1505686,1482550,1511809,1536320,1525715,1561199,1543538,1655129,1702389,1736012,1770447,1695302,1727639,1739415,1749454,1764501
OK,Wood and Waste,10185,9519,8940,8642,8170,7607,7729,7032,7537,7239,6979,6833,11704,11683,11342,11997,13317,14489,19149,22757,11200,11796,14312,12939,15287,15420,14354,15280,16005,25306,21420,21066,19677,22946,24095,24537,29277,25268,24732,22772,24097,24104,20642,23150,26472,26521,27123,25689,12837,18342,26768,26867,28544,30422
OK,Wind,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,552,5737,8477,16986,18277,23237,26334,37152,54461,77628,106501
OR,Biomass,56355,55869,57086,56292,58807,57849,58516,56789,59131,58782,57448,59242,57325,58597,56911,57737,67336,73314,78013,78083,87178,92637,88365,99999,103656,103593,106848,107643,112589,84523,57715,55081,47150,46636,45054,45882,52115,52574,47373,41957,46934,53052,48067,43953,47795,49460,50880,54898,57341,63435,59498,57572,61928,71410
OR,Coal,8943,9420,8805,7455,6833,7110,6521,4802,3898,3950,3047,3376,2240,2144,3251,2673,5876,5223,4672,4679,12102,25826,11803,9888,11814,10045,2911,3679,3115,6734,15658,32760,40780,37131,44583,20173,20261,16363,36133,38604,38700,43365,37751,44884,36460,35624,26895,45461,41408,33150,42556,35135,28259,38900
OR,Ethenol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,11,2,1,0,0,0,0,0,0,1761,3033,0,0,0,0,1225,1038,1162,1518,2892,2203,2322,3930,4414,5580,9806,11288,10174,10233,9649,9909
OR,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380,392,401,409,413,409,404,431,435,499,693,763,861,886,901,930,997,994,1012,1005,1061,1114,1286,1476,2803
OR,Hydropower,134134,133046,140560,142933,156986,172561,174133,186321,212612,291449,313901,360068,378605,292446,375956,359650,367033,254455,330634,309204,313951,336166,472761,474208,486873,426032,425898,369450,357979,396494,428982,428798,328033,369723,322069,420363,464333,476985,406882,466705,388818,295984,350085,336660,331337,309453,375437,331978,333115,322407,297970,411131,375027,315785
OR,Natural Gas,31941,35011,39190,46731,57979,59990,69324,73999,83504,92598,99572,105437,115326,114331,102365,114184,95830,75567,90025,97905,82324,78887,73941,69794,81473,85492,72534,82497,89168,111810,111727,127782,127165,141799,152931,152113,188211,193773,239271,246999,230965,235637,206813,215107,238052,239539,229731,260240,274659,254837,242914,203607,220578,244277
OR,Nuclear Energy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23227,69916,17104,48900,58844,70856,53062,40186,51348,73406,74912,45399,67204,56080,64273,15363,47880,-223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR,Petroleum,212656,218535,228752,235405,249238,248298,262961,262508,281035,293365,294491,311309,340303,344114,318441,306645,312341,338330,360166,363996,334394,333706,341678,308447,321751,317936,324930,332964,355859,353075,346266,359945,369912,364031,367416,359361,361917,358565,387043,395064,380453,354502,369663,360492,371016,378770,385903,380807,366737,365580,357865,348282,339305,339502
OR,Solar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285,318,357,384,421,473,526,586,618,642,673,663,694,711,737,757,837,1004,1242,1515,1755,2193,2733,3075,3370
OR,Total Consumption,500384,507750,531479,545108,588650,603657,629971,641208,699311,798926,825907,898674,951124,870229,913835,898649,938979,890119,958627,980850,975971,1030715,1129975,1102521,1160571,1120097,1114881,1049275,1098503,1093904,1083052,1075574,1008869,1006567,977989,1044704,1139969,1151887,1165414,1233519,1134910,1038062,1065871,1051179,1080343,1071483,1130961,1142033,1154335,1136336,1099563,1161492,1149802,1156364
OR,Wood and Waste,56355,55869,57086,56292,58807,57849,58516,56789,59131,58782,57448,59242,57325,58597,56911,57737,67336,73314,78013,78083,87178,92637,88348,99988,103654,103592,106848,107643,112589,84523,57715,55081,45389,43603,45054,45882,52115,52574,46147,40919,45772,51534,45176,41750,45474,45531,46466,48490,43373,48959,47035,45115,50141,59273
OR,Wind,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,0,0,0,0,0,199,867,680,915,3827,4492,6200,7342,9237,12325,25376,33864,38244,46398,60364,71135
PA,Biomass,46454,45262,45730,47377,47186,47374,48649,48284,50587,52235,53189,52414,54198,56615,57537,57464,66499,71749,82661,94186,129198,140768,130485,154832,136912,138089,102041,96234,100900,82469,61362,69518,80199,80254,84884,97525,103551,95749,86439,89341,90285,79033,73009,74346,81872,82334,84243,90620,110486,124184,132240,143538,141323,153563
PA,Coal,1530508,1431872,1477609,1538471,1699047,1751318,1746453,1701151,1725890,1628975,1698980,1619609,1662309,1798616,1661359,1646695,1682817,1577975,1572452,1756262,1636051,1495944,1291496,1337526,1462314,1409068,1318385,1381080,1466212,1490936,1469705,1425228,1473154,1487022,1439646,1484091,1543719,1569642,1466042,1414957,1508091,1392203,1457349,1461986,1474310,1490836,1499292,1491907,1421091,1223937,1310670,1212984,1093178,1126118
PA,Ethenol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,754,1929,5999,4502,4983,1145,981,1107,1424,475,566,7451,4742,10458,14035,29972,37131,39684,39331,39883,40750
PA,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,202,236,270,301,304,335,381,415,477,511,511,544,593,788,872,1009,1128,1293,1481,1790,2018,2180,2162,2162
PA,Hydropower,19646,15858,16037,13420,13404,13888,15027,19969,12294,9570,14336,8159,15916,14256,14541,16402,14685,12573,7875,12651,7628,6894,19120,12310,15107,10149,15173,11790,7282,15018,29845,20041,26658,24499,28367,20935,31145,22970,24283,19906,23363,17049,22488,33881,31604,22320,28211,22100,25116,26185,22753,31258,21334,24088
PA,Natural Gas,540094,547651,568742,609513,632666,652906,702888,701546,741600,791217,797877,828583,856316,811496,732721,670085,731356,682372,688256,756079,792780,801954,714089,662626,699730,646939,631912,659058,692733,714975,680696,667168,717325,731808,739126,761505,771202,730778,667233,713570,727484,669073,700579,717592,723325,719255,684824,780240,778379,839666,909263,1000509,1079497,1146557
PA,Nuclear Energy,2674,3548,3717,4221,301,3691,6107,6968,5286,4579,5102,4823,3112,3941,78108,174766,181447,191913,244304,204484,131893,157462,182395,160505,233815,278637,421260,365282,401416,414489,611503,602575,629650,623208,702446,698311,721262,709967,641517,743282,769361,769971,794521,774989,807739,796157,785731,811600,822134,808770,813462,796798,787753,822483
PA,Petroleum,1121239,1101426,1146496,1175103,1194277,1246407,1285478,1308691,1377648,1448780,1529139,1558380,1650789,1655844,1602966,1469701,1623644,1717475,1714248,1622032,1436932,1298262,1192197,1227684,1276748,1223688,1282190,1341041,1361851,1363535,1311449,1267142,1284379,1316902,1349813,1317785,1303400,1318729,1350924,1345656,1410463,1434606,1405740,1448772,1483879,1504789,1442364,1419352,1414093,1281773,1280651,1235361,1189405,1208774
PA,Solar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,433,452,459,469,473,495,507,529,525,507,487,458,434,428,399,449,484,563,646,798,964,1790,3591,4277,4797
PA,Total Consumption,3307069,3190879,3304061,3435482,3634067,3762958,3853251,3834893,3963892,3987591,4151812,4124382,4296838,4397383,4204769,4092577,4366947,4325806,4392457,4539880,4263680,4042052,3660267,3710315,3961538,3844659,3873002,3950719,4131294,4164490,4226576,4121885,4292303,4344721,4429965,4478519,4578740,4544524,4323862,4417051,4620401,4442062,4528304,4588227,4688990,4702360,4614181,4713025,4691252,4441943,4617403,4581075,4474773,4668109
PA,Wood and Waste,46454,45262,45730,47377,47186,47374,48649,48284,50587,52235,53189,52414,54198,56615,57537,57464,66499,71749,82661,94186,129198,140768,130485,154832,136912,138089,102041,96234,100900,82469,61362,69518,80199,79500,82955,91526,99049,90766,85295,88360,89178,77610,72534,73779,74421,77592,73785,76586,80514,87053,86784,98090,95705,106835
PA,Wind,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,115,588,1129,3068,2842,3582,4646,7188,10490,18088,17435,20256,31982
RI,Biomass,2858,2926,3081,3183,3492,3543,3750,4095,4217,4389,5234,4837,4873,5061,4976,4015,4671,5258,6536,7090,7274,6648,6018,7368,4926,5081,4653,3302,3528,3725,4357,4439,4693,5041,4926,4942,5413,4230,4070,4300,4432,3831,3665,3734,4449,1813,5282,6252,6151,7261,6691,6264,5608,5465
RI,Coal,16754,15116,14953,13308,11022,11461,10581,6545,3297,242,228,211,157,149,954,147,146,117,123,122,165,192,197,172,225,213,705,130,4386,679,129,101,123,72,75,74,81,71,59,41,52,50,76,101,76,76,49,39,0,0,0,0,0,0
RI,Ethenol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,39,687,1035,2775,3584,3332,3844,3444,3161,2999,3090
RI,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,7,7,8,9,11,14,17,20,127,57,57
RI,Hydropower,93,85,58,37,41,18,21,55,49,39,35,14,62,47,47,36,34,37,42,35,13,1,36,32,21,0,0,0,0,50,103,104,103,97,96,95,107,77,88,62,50,32,37,61,55,67,59,43,49,46,36,72,41,42
RI,Natural Gas,12253,13227,14277,15343,16145,17036,17385,19251,21574,23503,25620,26201,22966,20888,24090,23453,20966,25964,23339,27526,28210,29845,28878,30060,32640,30860,27118,36936,31618,34853,40452,78091,117915,76632,112094,103527,127189,120532,134035,120720,91787,98571,89824,80339,74352,82460,78517,90259,91220,94877,95710,102465,98435,88559
RI,Nuclear Energy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RI,Petroleum,153634,136950,142200,140227,135088,127481,127174,147511,149486,161199,167144,173916,173510,165883,147958,136878,140460,143211,132188,115638,102816,92475,90142,92637,102322,114485,120668,121190,125802,112699,104531,95664,104503,99642,104557,98924,96825,102353,96460,97520,97303,99908,98250,103091,99149,98286,93317,90777,93092,91593,87595,82791,78621,80908
RI,Solar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,38,42,44,44,43,43,42,40,38,36,33,30,27,24,21,26,34,40,50,55,64,86,101,122
RI,Total Consumption,188450,171230,177650,175281,169280,163082,162661,181552,182840,193761,203495,210016,206441,197089,183001,168544,170948,179845,168764,157501,145752,135809,131289,137637,145060,155720,157797,164860,168862,155761,153967,182880,232074,186569,226717,212547,235070,231533,238820,226984,198094,206258,195549,191091,182558,184549,182549,193673,196727,201110,196837,198097,188484,180644
RI,Wood and Waste,2858,2926,3081,3183,3492,3543,3750,4095,4217,4389,5234,4837,4873,5061,4976,4015,4671,5258,6536,7090,7274,6644,6018,7368,4926,5081,4653,3302,3528,3725,4357,4439,4693,5041,4926,4942,5413,4230,4070,4300,4432,3831,3630,3695,3762,778,2507,2668,2819,3417,3247,3103,2609,2376
RI,Wind,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,28,13,25
SC,Biomass,43120,41795,41078,41805,41995,40588,40510,38488,41283,40978,41000,42053,42334,43286,43813,41879,47935,49054,50645,50545,39763,39171,44240,42818,47108,47429,76676,72957,76282,76500,72214,75093,76301,79694,83212,88934,100228,101635,93417,79554,76662,57739,66314,66449,72671,75768,82165,81918,95150,98392,101716,111488,116944,113811
SC,Coal,96414,103498,108500,118239,108707,121474,132867,134348,123989,131995,140118,152014,174934,167908,155268,140171,171042,189564,192321,206761,245769,266523,271483,233856,244040,262653,263944,295325,301780,302156,289222,290951,288325,329445,330813,314509,352579,361385,373368,402153,432195,414459,404455,419663,433868,431086,432220,444046,445454,371981,404966,366160,298572,257319
SC,Ethenol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,492,8,1,5,117,318,863,827,512,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1226,1804,2696,14684,18746,18986,19129,20599,21193
SC,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,82,89,96,102,94,101,106,114,118,134,134,150,164,213,232,265,307,372,444,554,624,605,648,648
SC,Hydropower,38849,34488,32377,28027,45563,36758,27188,27688,28098,32273,24064,36515,34744,40597,36082,45926,35418,31831,33227,40983,31421,13136,25396,32589,33169,19169,13223,23016,7017,21296,34306,32470,34237,30413,31309,35650,31445,30212,36397,17255,15643,12663,14138,37112,24508,29379,17923,15379,11067,22760,23185,15100,13515,30152
SC,Natural Gas,60581,63060,73118,78478,82101,90513,100873,104561,132104,145896,164305,160638,148156,157128,135291,125900,152416,141633,121336,121479,146922,145189,101043,104376,111248,100198,101506,108620,115342,119856,134106,137441,141785,145626,148867,156021,154066,158683,164881,167978,165091,147173,190717,151920,169519,178397,181973,182201,175858,197419,225961,235465,250482,236934
SC,Nuclear Energy,0,0,0,0,468,880,852,94,0,0,76,26162,52110,67229,123406,214291,197186,185645,212875,198220,189846,191120,145677,278962,251939,338056,376882,410268,431984,431569,453763,451945,476813,485168,464760,516666,457627,471343,511535,531002,530708,520792,556829,525453,533920,554544,530071,558014,541026,545434,543379,553573,535952,566879
SC,Petroleum,219299,222298,241166,245367,231665,224611,243318,245409,267344,278469,300478,313155,332094,361929,353876,337485,386846,418724,416840,392075,351444,332503,309670,324331,348014,346067,351704,360862,399633,381685,387716,399180,387967,398021,395419,402184,408979,436791,453196,458126,473210,481920,479450,496257,570109,549113,554054,537401,518602,530504,510317,494066,484557,503744
SC,Solar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,15,15,16,17,17,16,16,23,25,25,24,24,24,23,22,25,29,35,43,48,60,121,132,141
SC,Total Consumption,501383,506934,537317,553721,552494,555412,586118,589076,634101,670589,711041,772590,826706,881363,891549,947531,1038778,1065505,1077889,1060608,1044928,1026814,941749,1059750,1082625,1161001,1260611,1344005,1408320,1409650,1443638,1462277,1481841,1548180,1537703,1603015,1605274,1661821,1726354,1735781,1770329,1692659,1778405,1763539,1877520,1894345,1880907,1901285,1882794,1865484,1911924,1888065,1817747,1823439
SC,Wood and Waste,43120,41795,41078,41805,41995,40588,40510,38488,41283,40978,41000,42053,42334,43286,43813,41879,47935,49054,50645,50545,39763,39032,43748,42810,47106,47424,76559,72639,75419,75673,71702,75092,76301,79694,83212,88934,100228,101635,93417,79554,76662,57739,66314,66449,72671,74542,80361,79223,80466,79646,82730,92358,96346,92618
SC,Wind,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SD,Biomass,1537,1449,1396,1291,1273,1117,1064,1150,1166,1079,1147,1061,1198,1284,1285,1475,1684,1892,2029,1980,3339,3177,3656,3697,4359,4475,4566,4083,4781,4354,3204,3942,4357,4270,4751,4673,4238,3974,4121,4386,4693,5126,7397,12823,21905,28280,35231,37993,49356,56877,63943,62473,58813,61432
SD,Coal,6707,6273,6725,6221,5539,5652,5239,5553,5218,5503,5674,5817,5309,6341,7356,24282,37063,35614,38551,35473,36564,36204,36957,30709,34414,34530,29205,14564,33805,34299,34882,38674,36042,36371,41355,37429,33538,42942,41015,46304,50602,44372,39957,43017,43562,36952,39570,33256,43098,37480,39061,32112,35574,34246
SD,Ethenol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,114,258,321,342,478,500,490,567,491,1128,1469,1633,1873,1756,1238,1385,1589,1766,1925,1810,2050,2030,1918,2334,2189,2869,3307,3394,3884,3667,3767,3731
SD,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,154,175,197,216,233,248,291,311,386,437,442,479,511,637,706,813,867,933,1456,1576,1716,1962,1868,1868
SD,Hydropower,12437,12160,15855,30493,32372,40479,50500,51427,58692,66340,69037,81497,77141,50250,59110,82484,73146,55241,70777,65839,60436,55461,56725,58133,59734,55711,59917,56119,54573,47805,40926,39950,37355,26712,52908,61974,82489,92042,58710,68282,58304,35461,44290,43298,36033,30743,33693,28834,29494,43261,51110,64205,56915,38761
SD,Natural Gas,25392,26724,28372,25084,27528,26884,28256,27846,28959,33995,36464,31959,34214,31283,32044,32534,39168,36097,35395,25611,24029,22100,25064,23583,24862,25454,23409,21361,24711,25938,25456,26733,27045,31718,31290,34776,37430,36803,33374,36009,38130,37040,41535,43925,41762,42853,40861,54100,65453,66317,72926,73973,71501,84527
SD,Nuclear Energy,0,0,0,0,0,0,105,770,-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SD,Petroleum,86207,87111,90422,94779,94675,90021,93522,92616,97841,97763,103801,106597,111633,110673,102417,103575,103428,104778,110467,118356,101984,92884,97708,92584,93243,96280,99622,103026,104311,108350,108574,97446,103335,108215,111159,112048,116743,113279,111903,115592,118105,112273,119964,114577,115141,120695,118570,120595,116328,118478,116342,117754,119981,117362
SD,Solar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,4,4,5,6,7,8,9,9
SD,Total Consumption,133817,135166,144166,159159,162660,165270,179750,180512,193012,205759,217270,227992,230693,201115,203497,245825,256173,235514,259248,249239,229691,213004,223767,212403,220970,220926,221285,203236,226460,224732,215906,210372,212202,211247,245626,255006,278158,292591,252726,274453,273966,238374,257445,262513,264403,265802,273871,281602,311617,333647,364262,384388,378301,370280
SD,Wood and Waste,1537,1449,1396,1291,1273,1117,1064,1150,1166,1079,1147,1061,1198,1284,1285,1475,1684,1892,2029,1980,3339,3113,3543,3439,4037,4134,4088,3583,3789,3289,2219,2324,2402,2112,2057,2102,2191,1855,1628,1677,1765,1804,1677,1755,1794,1547,1408,1535,1690,2149,1890,2309,2137,2701
SD,Wind,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,61,448,1579,1581,1478,1483,1430,4109,13383,25925,27736,25643
TN,Biomass,45355,43478,43391,46082,46394,46541,49135,46860,51733,53800,53761,54391,57566,58909,57547,54447,61792,67744,72036,79846,69326,74820,82019,84753,96780,98095,100842,97684,103007,82266,60744,64996,65326,59674,61892,63986,56948,49002,48567,51953,55158,66952,67101,62505,75419,80552,73306,76263,92688,90946,91516,91085,96516,98214
TN,Coal,374478,354174,347170,386275,336101,338853,363659,351990,439263,436716,403742,369984,444326,532943,470336,471919,561514,553721,564711,542302,576894,565947,470661,547105,555270,599665,605739,596507,610560,566938,600526,565397,590306,685674,622698,669028,650760,680608,651838,648342,705059,687352,655906,621425,648005,657711,677174,672766,643796,477713,515464,481127,423086,399768
TN,Ethenol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,976,2054,2379,2971,4429,4891,3743,2020,1476,1790,2057,2917,1243,23,24,28,0,0,0,0,0,0,11875,12536,16035,21873,26372,23852,24648,25881,26782
TN,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,26,29,31,33,30,32,34,37,38,43,43,50,54,70,76,87,101,123,146,182,205,199,213,213
TN,Hydropower,93352,93175,101734,80947,95169,91464,79494,100437,80288,78115,84656,98699,115536,118976,122871,122852,98277,108482,91006,127403,91045,61827,102125,104700,106288,68316,55630,78827,47402,123649,104180,113470,103534,92309,124080,99290,118569,112731,110189,79783,65248,71778,81116,121537,104248,93086,76859,48823,55636,99669,79392,93037,78942,118721
TN,Natural Gas,151740,166703,173967,179197,191178,211142,236752,241965,243425,257524,261784,270841,283375,300079,265374,224065,218483,208401,189201,233860,233335,227106,212133,199086,211305,196735,194016,206990,220884,228568,227525,234603,249246,263161,254082,264889,289382,291844,287447,286375,280679,265461,263691,265807,238760,238400,230047,229520,238441,223019,263365,267929,281007,286096
TN,Nuclear Energy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5660,51886,111885,153222,135551,102737,-1107,-1124,41776,165130,148175,173895,163909,34714,124717,165048,240773,258656,297814,284525,269327,298424,287927,251718,298369,290153,257523,301038,282514,281996,289930,281682,263045,297732
TN,Petroleum,228339,236612,254045,263450,273798,291508,325979,332985,360763,383362,389252,402911,444488,485960,470422,492839,551681,582716,610186,566890,501095,492558,483772,477793,519483,536879,551820,544210,551990,567198,553286,526201,561680,575822,596933,620005,635007,637814,672134,689813,698045,711417,738649,756474,765912,795166,799055,790796,738176,691511,712912,705742,682949,688619
TN,Solar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,60,61,61,62,62,62,62,62,62,60,54,51,46,40,35,31,31,34,38,45,128,150,268,678
TN,Total Consumption,938619,937620,963698,1002033,989034,1026049,1104154,1121097,1227205,1263317,1246956,1251217,1402857,1555776,1444097,1420569,1553539,1588808,1599176,1630147,1546681,1548964,1544393,1649762,1719129,1698036,1605167,1617931,1675783,1813431,1753041,1741059,1797126,1768639,1844025,1944023,2047524,2078040,2114609,2090923,2126431,2165840,2158053,2137907,2202443,2232135,2184330,2192313,2140034,1947124,2034571,2000262,1911261,1976472
TN,Wood and Waste,45355,43478,43391,46082,46394,46541,49135,46860,51733,53800,53761,54391,57566,58909,57547,54447,61792,67744,72036,79846,69326,74820,81798,82127,92398,93230,95256,90408,95273,75856,56499,60931,61243,55133,56614,60440,55966,47262,46492,50029,52818,64355,63522,58291,71581,65041,57156,56421,66232,55166,57411,54147,58902,59203
TN,Wind,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,40,38,33,542,494,494,505,396,516,452,446
TX,Biomass,38296,38880,39275,37709,39136,41196,43785,43901,49149,51073,52207,51251,58945,60439,59656,55820,64884,70366,76252,77273,55648,58544,70015,66418,77878,81664,92451,98225,99028,112011,98022,98409,108088,98558,98792,103690,100412,106311,99146,82866,86905,76166,83739,80860,77141,81554,115268,138128,174293,140097,179840,205443,200163,198824
TX,Coal,24974,18203,20582,19173,26232,29182,27844,23523,24996,25141,30767,24048,50140,125909,133141,196172,226342,288187,418438,587642,734145,858514,931065,1016758,1074868,1148998,1162745,1203925,1264113,1335906,1333671,1333449,1324063,1430676,1389409,1364800,1485577,1523201,1488589,1530426,1548184,1492977,1550325,1603971,1626029,1627863,1610301,1609155,1605925,1497854,1568060,1695239,1498818,1597357
TX,Ethenol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314,2274,1610,2800,2728,3840,2880,2171,2026,2020,2283,519,1288,4215,1569,3707,5491,4730,5419,5485,2390,1946,2306,1391,37570,53641,63786,66734,85854,101927,95540,95589
TX,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,236,272,307,339,341,370,417,451,516,562,562,639,694,914,1007,1161,1296,1486,1699,2057,2316,2488,2478,2478
